VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
1,PV_0026,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The call comes in.","Cuoc goi den.",4,0
2,PV_0026,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Dispatch gives the address.","Tong dai bao dia chi.",4,0
3,PV_0026,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You know the neighborhood.","Ban biet khu nay.",4,0.5
4,PV_0026,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The MDT screen glows blue against the dash.","Man hinh MDT phat sang xanh tren bang dieu khien.",8,0
5,PV_0026,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You haven't left the car yet.","Ban chua roi xe.",6,0
6,PV_0026,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You already know who it is.","Ban da biet nguoi do la ai.",6,1.0
7,PV_0026,BEAT_01_02,HOOK,ESTABLISH,WEIGHT_LINE,"Not because you know them.","Khong phai vi ban biet ho.",5,1.5
8,PV_0026,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"Because you decided before you arrived.","Vi ban da quyet dinh truoc khi den.",6,0.5
9,PV_0026,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"The streetlight catches the hood of a car parked crooked at the curb.","Den duong hat len capo mot chiec xe do lech ben via he.",13,0
10,PV_0026,BEAT_01_02,HOOK,ESTABLISH,NARRATION,"You don't look at it.","Ban khong nhin.",5,0.5
11,PV_0026,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"You look at the address again.","Ban nhin lai dia chi.",6,0
12,PV_0026,BEAT_01_03,HOOK,ESTABLISH,NARRATION,"Zip code tells you everything the dispatcher didn't.","Ma vung noi cho ban moi thu ma tong dai khong noi.",8,0.5
13,PV_0026,BEAT_01_03,HOOK,ESTABLISH,WEIGHT_LINE,"You don't protect people. You sort them.","Ban khong bao ve nguoi ta. Ban phan loai ho.",7,2.0
14,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"They teach you a sentence before they teach you to aim.","Ho day ban mot cau truoc khi day ban ngam.",11,0.5
15,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Five words.","Nam tu.",2,1.0
16,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"'I feared for my life.'","'Toi so cho tinh mang minh.'",6,1.0
17,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You learn to say it the way you learn to field-strip a weapon.","Ban hoc noi cau do giong nhu hoc thao lap sung.",13,0
18,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"With your eyes closed.","Nham mat.",4,0
19,PV_0026,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Without thinking.","Khong can nghi.",2,0.5
